date,source,target,value
2020-02-09,"無症状者
0%","入院治療を要する者
75%",0
2020-02-09,"入院治療を要する者
75%","無症状入院中の者
0%",0
2020-02-09,"入院治療を要する者
75%","入院待機中の者
0%",0
2020-02-09,"PCR検査陽性者
100.00%","有症状者
100%",16
2020-02-09,"有症状者
100%","退院した者
25%",4
2020-02-09,"有症状者
100%","入院治療を要する者
75%",12
2020-02-09,"入院治療を要する者
75%","軽〜中等症の者
0%",0
2020-02-09,"入院治療を要する者
75%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-09,"入院治療を要する者
75%","確認中
0%",0
2020-02-09,"入院治療を要する者
75%","入院待機中の者
0%",0
2020-02-09,"有症状者
100%","死亡者
0%",0
2020-02-09,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-10,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-10,"無症状者
0%","退院した者
56.25%",0
2020-02-10,"無症状者
0%","入院治療を要する者
43.75%",0
2020-02-10,"入院治療を要する者
43.75%","無症状入院中の者
0%",0
2020-02-10,"入院治療を要する者
43.75%","入院待機中の者
0%",0
2020-02-10,"PCR検査陽性者
100.00%","有症状者
100%",16
2020-02-10,"有症状者
100%","退院した者
56.25%",9
2020-02-10,"有症状者
100%","入院治療を要する者
43.75%",7
2020-02-10,"入院治療を要する者
43.75%","軽〜中等症の者
43.75%",7
2020-02-10,"入院治療を要する者
43.75%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-10,"入院治療を要する者
43.75%","確認中
0%",0
2020-02-10,"入院治療を要する者
43.75%","入院待機中の者
0%",0
2020-02-10,"有症状者
100%","死亡者
0%",0
2020-02-10,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-11,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-11,"無症状者
0%","退院した者
56.25%",0
2020-02-11,"無症状者
0%","入院治療を要する者
43.75%",0
2020-02-11,"入院治療を要する者
43.75%","無症状入院中の者
0%",0
2020-02-11,"入院治療を要する者
43.75%","入院待機中の者
0%",0
2020-02-11,"PCR検査陽性者
100.00%","有症状者
100%",16
2020-02-11,"有症状者
100%","退院した者
56.25%",9
2020-02-11,"有症状者
100%","入院治療を要する者
43.75%",7
2020-02-11,"入院治療を要する者
43.75%","軽〜中等症の者
43.75%",7
2020-02-11,"入院治療を要する者
43.75%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-11,"入院治療を要する者
43.75%","確認中
0%",0
2020-02-11,"入院治療を要する者
43.75%","入院待機中の者
0%",0
2020-02-11,"有症状者
100%","死亡者
0%",0
2020-02-11,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-12,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-12,"無症状者
0%","退院した者
62.5%",0
2020-02-12,"無症状者
0%","入院治療を要する者
37.5%",0
2020-02-12,"入院治療を要する者
37.5%","無症状入院中の者
0%",0
2020-02-12,"入院治療を要する者
37.5%","入院待機中の者
0%",0
2020-02-12,"PCR検査陽性者
100.00%","有症状者
100%",16
2020-02-12,"有症状者
100%","退院した者
62.5%",10
2020-02-12,"有症状者
100%","入院治療を要する者
37.5%",6
2020-02-12,"入院治療を要する者
37.5%","軽〜中等症の者
37.5%",6
2020-02-12,"入院治療を要する者
37.5%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-12,"入院治療を要する者
37.5%","確認中
0%",0
2020-02-12,"入院治療を要する者
37.5%","入院待機中の者
0%",0
2020-02-12,"有症状者
100%","死亡者
0%",0
2020-02-12,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-13,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-13,"無症状者
0%","退院した者
64.71%",0
2020-02-13,"無症状者
0%","入院治療を要する者
35.29%",0
2020-02-13,"入院治療を要する者
35.29%","無症状入院中の者
0%",0
2020-02-13,"入院治療を要する者
35.29%","入院待機中の者
0%",0
2020-02-13,"PCR検査陽性者
100.00%","有症状者
100%",17
2020-02-13,"有症状者
100%","退院した者
64.71%",11
2020-02-13,"有症状者
100%","入院治療を要する者
35.29%",6
2020-02-13,"入院治療を要する者
35.29%","軽〜中等症の者
35.29%",6
2020-02-13,"入院治療を要する者
35.29%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-13,"入院治療を要する者
35.29%","確認中
0%",0
2020-02-13,"入院治療を要する者
35.29%","入院待機中の者
0%",0
2020-02-13,"有症状者
100%","死亡者
0%",0
2020-02-13,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-14,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-14,"無症状者
0%","退院した者
52.38%",0
2020-02-14,"無症状者
0%","入院治療を要する者
42.86%",0
2020-02-14,"入院治療を要する者
42.86%","無症状入院中の者
0%",0
2020-02-14,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-14,"PCR検査陽性者
100.00%","有症状者
100%",21
2020-02-14,"有症状者
100%","退院した者
52.38%",11
2020-02-14,"有症状者
100%","入院治療を要する者
42.86%",9
2020-02-14,"入院治療を要する者
42.86%","軽〜中等症の者
42.86%",9
2020-02-14,"入院治療を要する者
42.86%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-14,"入院治療を要する者
42.86%","確認中
0%",0
2020-02-14,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-14,"有症状者
100%","死亡者
4.76%",1
2020-02-14,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-15,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-15,"無症状者
0%","退院した者
52.38%",0
2020-02-15,"無症状者
0%","入院治療を要する者
42.86%",0
2020-02-15,"入院治療を要する者
42.86%","無症状入院中の者
0%",0
2020-02-15,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-15,"PCR検査陽性者
100.00%","有症状者
100%",21
2020-02-15,"有症状者
100%","退院した者
52.38%",11
2020-02-15,"有症状者
100%","入院治療を要する者
42.86%",9
2020-02-15,"入院治療を要する者
42.86%","軽〜中等症の者
42.86%",9
2020-02-15,"入院治療を要する者
42.86%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-15,"入院治療を要する者
42.86%","確認中
0%",0
2020-02-15,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-15,"有症状者
100%","死亡者
4.76%",1
2020-02-15,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-16,"PCR検査陽性者
100.00%","無症状者
0%",0
2020-02-16,"無症状者
0%","退院した者
52.38%",0
2020-02-16,"無症状者
0%","入院治療を要する者
42.86%",0
2020-02-16,"入院治療を要する者
42.86%","無症状入院中の者
0%",0
2020-02-16,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-16,"PCR検査陽性者
100.00%","有症状者
100%",21
2020-02-16,"有症状者
100%","退院した者
52.38%",11
2020-02-16,"有症状者
100%","入院治療を要する者
42.86%",9
2020-02-16,"入院治療を要する者
42.86%","軽〜中等症の者
42.86%",9
2020-02-16,"入院治療を要する者
42.86%","人工呼吸又は
ICUに入院している者
0%",0
2020-02-16,"入院治療を要する者
42.86%","確認中
0%",0
2020-02-16,"入院治療を要する者
42.86%","入院待機中の者
0%",0
2020-02-16,"有症状者
100%","死亡者
4.76%",1
2020-02-16,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-17,"PCR検査陽性者
100.00%","無症状者
17.39%",8
2020-02-17,"無症状者
17.39%","退院した者
28.26%",0
2020-02-17,"無症状者
17.39%","入院治療を要する者
69.57%",8
2020-02-17,"入院治療を要する者
69.57%","無症状入院中の者
17.39%",8
2020-02-17,"入院治療を要する者
69.57%","入院待機中の者
0%",0
2020-02-17,"PCR検査陽性者
100.00%","有症状者
82.61%",38
2020-02-17,"有症状者
82.61%","退院した者
28.26%",13
2020-02-17,"有症状者
82.61%","入院治療を要する者
69.57%",24
2020-02-17,"入院治療を要する者
69.57%","軽〜中等症の者
36.96%",17
2020-02-17,"入院治療を要する者
69.57%","人工呼吸又は
ICUに入院している者
6.52%",3
2020-02-17,"入院治療を要する者
69.57%","確認中
8.7%",4
2020-02-17,"入院治療を要する者
69.57%","入院待機中の者
0%",0
2020-02-17,"有症状者
82.61%","死亡者
2.17%",1
2020-02-17,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-18,"PCR検査陽性者
100.00%","無症状者
16.98%",9
2020-02-18,"無症状者
16.98%","退院した者
22.64%",0
2020-02-18,"無症状者
16.98%","入院治療を要する者
75.47%",9
2020-02-18,"入院治療を要する者
75.47%","無症状入院中の者
16.98%",9
2020-02-18,"入院治療を要する者
75.47%","入院待機中の者
0%",0
2020-02-18,"PCR検査陽性者
100.00%","有症状者
83.02%",44
2020-02-18,"有症状者
83.02%","退院した者
22.64%",12
2020-02-18,"有症状者
83.02%","入院治療を要する者
75.47%",31
2020-02-18,"入院治療を要する者
75.47%","軽〜中等症の者
47.17%",25
2020-02-18,"入院治療を要する者
75.47%","人工呼吸又は
ICUに入院している者
5.66%",3
2020-02-18,"入院治療を要する者
75.47%","確認中
5.66%",3
2020-02-18,"入院治療を要する者
75.47%","入院待機中の者
0%",0
2020-02-18,"有症状者
83.02%","死亡者
1.89%",1
2020-02-18,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-19,"PCR検査陽性者
100.00%","無症状者
16.67%",10
2020-02-19,"無症状者
16.67%","退院した者
23.33%",0
2020-02-19,"無症状者
16.67%","入院治療を要する者
75%",10
2020-02-19,"入院治療を要する者
75%","無症状入院中の者
16.67%",10
2020-02-19,"入院治療を要する者
75%","入院待機中の者
0%",0
2020-02-19,"PCR検査陽性者
100.00%","有症状者
83.33%",50
2020-02-19,"有症状者
83.33%","退院した者
23.33%",14
2020-02-19,"有症状者
83.33%","入院治療を要する者
75%",35
2020-02-19,"入院治療を要する者
75%","軽〜中等症の者
41.67%",25
2020-02-19,"入院治療を要する者
75%","人工呼吸又は
ICUに入院している者
10%",6
2020-02-19,"入院治療を要する者
75%","確認中
6.67%",4
2020-02-19,"入院治療を要する者
75%","入院待機中の者
0%",0
2020-02-19,"有症状者
83.33%","死亡者
1.67%",1
2020-02-19,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-20,"PCR検査陽性者
100.00%","無症状者
14.29%",10
2020-02-20,"無症状者
14.29%","退院した者
22.86%",0
2020-02-20,"無症状者
14.29%","入院治療を要する者
75.71%",10
2020-02-20,"入院治療を要する者
75.71%","無症状入院中の者
14.29%",10
2020-02-20,"入院治療を要する者
75.71%","入院待機中の者
0%",0
2020-02-20,"PCR検査陽性者
100.00%","有症状者
85.71%",60
2020-02-20,"有症状者
85.71%","退院した者
22.86%",16
2020-02-20,"有症状者
85.71%","入院治療を要する者
75.71%",43
2020-02-20,"入院治療を要する者
75.71%","軽〜中等症の者
34.29%",24
2020-02-20,"入院治療を要する者
75.71%","人工呼吸又は
ICUに入院している者
10%",7
2020-02-20,"入院治療を要する者
75.71%","確認中
17.14%",12
2020-02-20,"入院治療を要する者
75.71%","入院待機中の者
0%",0
2020-02-20,"有症状者
85.71%","死亡者
1.43%",1
2020-02-20,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-21,"PCR検査陽性者
100.00%","無症状者
12.66%",10
2020-02-21,"無症状者
12.66%","退院した者
20.25%",0
2020-02-21,"無症状者
12.66%","入院治療を要する者
78.48%",10
2020-02-21,"入院治療を要する者
78.48%","無症状入院中の者
12.66%",10
2020-02-21,"入院治療を要する者
78.48%","入院待機中の者
0%",0
2020-02-21,"PCR検査陽性者
100.00%","有症状者
87.34%",69
2020-02-21,"有症状者
87.34%","退院した者
20.25%",16
2020-02-21,"有症状者
87.34%","入院治療を要する者
78.48%",52
2020-02-21,"入院治療を要する者
78.48%","軽〜中等症の者
36.71%",29
2020-02-21,"入院治療を要する者
78.48%","人工呼吸又は
ICUに入院している者
11.39%",9
2020-02-21,"入院治療を要する者
78.48%","確認中
17.72%",14
2020-02-21,"入院治療を要する者
78.48%","入院待機中の者
0%",0
2020-02-21,"有症状者
87.34%","死亡者
1.27%",1
2020-02-21,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-22,"PCR検査陽性者
100.00%","無症状者
11.11%",10
2020-02-22,"無症状者
11.11%","退院した者
18.89%",0
2020-02-22,"無症状者
11.11%","入院治療を要する者
80%",10
2020-02-22,"入院治療を要する者
80%","無症状入院中の者
11.11%",10
2020-02-22,"入院治療を要する者
80%","入院待機中の者
0%",0
2020-02-22,"PCR検査陽性者
100.00%","有症状者
88.89%",80
2020-02-22,"有症状者
88.89%","退院した者
18.89%",17
2020-02-22,"有症状者
88.89%","入院治療を要する者
80%",62
2020-02-22,"入院治療を要する者
80%","軽〜中等症の者
35.56%",32
2020-02-22,"入院治療を要する者
80%","人工呼吸又は
ICUに入院している者
11.11%",10
2020-02-22,"入院治療を要する者
80%","確認中
22.22%",20
2020-02-22,"入院治療を要する者
80%","入院待機中の者
0%",0
2020-02-22,"有症状者
88.89%","死亡者
1.11%",1
2020-02-22,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-23,"PCR検査陽性者
100.00%","無症状者
10.53%",12
2020-02-23,"無症状者
10.53%","退院した者
14.91%",0
2020-02-23,"無症状者
10.53%","入院治療を要する者
84.21%",12
2020-02-23,"入院治療を要する者
84.21%","無症状入院中の者
10.53%",12
2020-02-23,"入院治療を要する者
84.21%","入院待機中の者
0%",0
2020-02-23,"PCR検査陽性者
100.00%","有症状者
89.47%",102
2020-02-23,"有症状者
89.47%","退院した者
14.91%",17
2020-02-23,"有症状者
89.47%","入院治療を要する者
84.21%",84
2020-02-23,"入院治療を要する者
84.21%","軽〜中等症の者
36.84%",42
2020-02-23,"入院治療を要する者
84.21%","人工呼吸又は
ICUに入院している者
9.65%",11
2020-02-23,"入院治療を要する者
84.21%","確認中
27.19%",31
2020-02-23,"入院治療を要する者
84.21%","入院待機中の者
0%",0
2020-02-23,"有症状者
89.47%","死亡者
0.88%",1
2020-02-23,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-24,"PCR検査陽性者
100.00%","無症状者
9.52%",12
2020-02-24,"無症状者
9.52%","退院した者
13.49%",0
2020-02-24,"無症状者
9.52%","入院治療を要する者
85.71%",12
2020-02-24,"入院治療を要する者
85.71%","無症状入院中の者
9.52%",12
2020-02-24,"入院治療を要する者
85.71%","入院待機中の者
0%",0
2020-02-24,"PCR検査陽性者
100.00%","有症状者
90.48%",114
2020-02-24,"有症状者
90.48%","退院した者
13.49%",17
2020-02-24,"有症状者
90.48%","入院治療を要する者
85.71%",96
2020-02-24,"入院治療を要する者
85.71%","軽〜中等症の者
41.27%",52
2020-02-24,"入院治療を要する者
85.71%","人工呼吸又は
ICUに入院している者
10.32%",13
2020-02-24,"入院治療を要する者
85.71%","確認中
24.6%",31
2020-02-24,"入院治療を要する者
85.71%","入院待機中の者
0%",0
2020-02-24,"有症状者
90.48%","死亡者
0.79%",1
2020-02-24,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-25,"PCR検査陽性者
100.00%","無症状者
8.57%",12
2020-02-25,"無症状者
8.57%","退院した者
12.86%",1
2020-02-25,"無症状者
8.57%","入院治療を要する者
86.43%",11
2020-02-25,"入院治療を要する者
86.43%","無症状入院中の者
7.86%",11
2020-02-25,"入院治療を要する者
86.43%","入院待機中の者
0%",0
2020-02-25,"PCR検査陽性者
100.00%","有症状者
91.43%",128
2020-02-25,"有症状者
91.43%","退院した者
12.86%",17
2020-02-25,"有症状者
91.43%","入院治療を要する者
86.43%",110
2020-02-25,"入院治療を要する者
86.43%","軽〜中等症の者
41.43%",58
2020-02-25,"入院治療を要する者
86.43%","人工呼吸又は
ICUに入院している者
10%",14
2020-02-25,"入院治療を要する者
86.43%","確認中
27.14%",38
2020-02-25,"入院治療を要する者
86.43%","入院待機中の者
0%",0
2020-02-25,"有症状者
91.43%","死亡者
0.71%",1
2020-02-25,"PCR検査陽性者
100.00%","症状有無確認中
0.71%",1
2020-02-26,"PCR検査陽性者
100.00%","無症状者
8.72%",13
2020-02-26,"無症状者
8.72%","退院した者
15.44%",1
2020-02-26,"無症状者
8.72%","入院治療を要する者
83.89%",12
2020-02-26,"入院治療を要する者
83.89%","無症状入院中の者
8.05%",12
2020-02-26,"入院治療を要する者
83.89%","入院待機中の者
0%",0
2020-02-26,"PCR検査陽性者
100.00%","有症状者
91.28%",136
2020-02-26,"有症状者
91.28%","退院した者
15.44%",22
2020-02-26,"有症状者
91.28%","入院治療を要する者
83.89%",113
2020-02-26,"入院治療を要する者
83.89%","軽〜中等症の者
42.28%",63
2020-02-26,"入院治療を要する者
83.89%","人工呼吸又は
ICUに入院している者
10.07%",15
2020-02-26,"入院治療を要する者
83.89%","確認中
23.49%",35
2020-02-26,"入院治療を要する者
83.89%","入院待機中の者
0%",0
2020-02-26,"有症状者
91.28%","死亡者
0.67%",1
2020-02-26,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-27,"PCR検査陽性者
100.00%","無症状者
8.77%",15
2020-02-27,"無症状者
8.77%","退院した者
17.54%",4
2020-02-27,"無症状者
8.77%","入院治療を要する者
80.7%",11
2020-02-27,"入院治療を要する者
80.7%","無症状入院中の者
6.43%",11
2020-02-27,"入院治療を要する者
80.7%","入院待機中の者
0%",0
2020-02-27,"PCR検査陽性者
100.00%","有症状者
91.23%",156
2020-02-27,"有症状者
91.23%","退院した者
17.54%",26
2020-02-27,"有症状者
91.23%","入院治療を要する者
80.7%",127
2020-02-27,"入院治療を要する者
80.7%","軽〜中等症の者
35.09%",60
2020-02-27,"入院治療を要する者
80.7%","人工呼吸又は
ICUに入院している者
9.36%",16
2020-02-27,"入院治療を要する者
80.7%","確認中
29.82%",51
2020-02-27,"入院治療を要する者
80.7%","入院待機中の者
0%",0
2020-02-27,"有症状者
91.23%","死亡者
1.75%",3
2020-02-27,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-28,"PCR検査陽性者
100.00%","無症状者
7.69%",15
2020-02-28,"無症状者
7.69%","退院した者
15.38%",4
2020-02-28,"無症状者
7.69%","入院治療を要する者
82.56%",11
2020-02-28,"入院治療を要する者
82.56%","無症状入院中の者
5.64%",11
2020-02-28,"入院治療を要する者
82.56%","入院待機中の者
0%",0
2020-02-28,"PCR検査陽性者
100.00%","有症状者
92.31%",180
2020-02-28,"有症状者
92.31%","退院した者
15.38%",26
2020-02-28,"有症状者
92.31%","入院治療を要する者
82.56%",150
2020-02-28,"入院治療を要する者
82.56%","軽〜中等症の者
37.44%",73
2020-02-28,"入院治療を要する者
82.56%","人工呼吸又は
ICUに入院している者
10.26%",20
2020-02-28,"入院治療を要する者
82.56%","確認中
29.23%",57
2020-02-28,"入院治療を要する者
82.56%","入院待機中の者
0%",0
2020-02-28,"有症状者
92.31%","死亡者
2.05%",4
2020-02-28,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-02-29,"PCR検査陽性者
100.00%","無症状者
8.37%",18
2020-02-29,"無症状者
8.37%","退院した者
14.42%",4
2020-02-29,"無症状者
8.37%","入院治療を要する者
81.86%",14
2020-02-29,"入院治療を要する者
81.86%","無症状入院中の者
6.51%",14
2020-02-29,"入院治療を要する者
81.86%","入院待機中の者
1.4%",0
2020-02-29,"PCR検査陽性者
100.00%","有症状者
91.63%",197
2020-02-29,"有症状者
91.63%","退院した者
14.42%",27
2020-02-29,"有症状者
91.63%","入院治療を要する者
81.86%",162
2020-02-29,"入院治療を要する者
81.86%","軽〜中等症の者
38.14%",82
2020-02-29,"入院治療を要する者
81.86%","人工呼吸又は
ICUに入院している者
10.23%",22
2020-02-29,"入院治療を要する者
81.86%","確認中
26.98%",58
2020-02-29,"入院治療を要する者
81.86%","入院待機中の者
1.4%",3
2020-02-29,"有症状者
91.63%","死亡者
2.33%",5
2020-02-29,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-01,"PCR検査陽性者
100.00%","無症状者
8.04%",18
2020-03-01,"無症状者
8.04%","退院した者
13.84%",4
2020-03-01,"無症状者
8.04%","入院治療を要する者
83.93%",14
2020-03-01,"入院治療を要する者
83.93%","無症状入院中の者
6.25%",14
2020-03-01,"入院治療を要する者
83.93%","入院待機中の者
2.23%",0
2020-03-01,"PCR検査陽性者
100.00%","有症状者
91.96%",206
2020-03-01,"有症状者
91.96%","退院した者
13.84%",27
2020-03-01,"有症状者
91.96%","入院治療を要する者
83.93%",174
2020-03-01,"入院治療を要する者
83.93%","軽〜中等症の者
40.18%",90
2020-03-01,"入院治療を要する者
83.93%","人工呼吸又は
ICUに入院している者
10.27%",23
2020-03-01,"入院治療を要する者
83.93%","確認中
25%",56
2020-03-01,"入院治療を要する者
83.93%","入院待機中の者
2.23%",5
2020-03-01,"有症状者
91.96%","死亡者
2.23%",5
2020-03-01,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-02,"PCR検査陽性者
100.00%","無症状者
7.53%",18
2020-03-02,"無症状者
7.53%","退院した者
13.39%",5
2020-03-02,"無症状者
7.53%","入院治療を要する者
84.1%",13
2020-03-02,"入院治療を要する者
84.1%","無症状入院中の者
5.44%",13
2020-03-02,"入院治療を要する者
84.1%","入院待機中の者
2.09%",0
2020-03-02,"PCR検査陽性者
100.00%","有症状者
92.47%",221
2020-03-02,"有症状者
92.47%","退院した者
13.39%",27
2020-03-02,"有症状者
92.47%","入院治療を要する者
84.1%",188
2020-03-02,"入院治療を要する者
84.1%","軽〜中等症の者
39.75%",95
2020-03-02,"入院治療を要する者
84.1%","人工呼吸又は
ICUに入院している者
9.62%",23
2020-03-02,"入院治療を要する者
84.1%","確認中
27.2%",65
2020-03-02,"入院治療を要する者
84.1%","入院待機中の者
2.09%",5
2020-03-02,"有症状者
92.47%","死亡者
2.51%",6
2020-03-02,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-03,"PCR検査陽性者
100.00%","無症状者
9.09%",23
2020-03-03,"無症状者
9.09%","退院した者
13.83%",5
2020-03-03,"無症状者
9.09%","入院治療を要する者
83.79%",18
2020-03-03,"入院治療を要する者
83.79%","無症状入院中の者
5.53%",14
2020-03-03,"入院治療を要する者
83.79%","入院待機中の者
4.35%",4
2020-03-03,"PCR検査陽性者
100.00%","有症状者
90.91%",230
2020-03-03,"有症状者
90.91%","退院した者
13.83%",30
2020-03-03,"有症状者
90.91%","入院治療を要する者
83.79%",194
2020-03-03,"入院治療を要する者
83.79%","軽〜中等症の者
38.74%",98
2020-03-03,"入院治療を要する者
83.79%","人工呼吸又は
ICUに入院している者
9.49%",24
2020-03-03,"入院治療を要する者
83.79%","確認中
25.69%",65
2020-03-03,"入院治療を要する者
83.79%","入院待機中の者
4.35%",7
2020-03-03,"有症状者
90.91%","死亡者
2.37%",6
2020-03-03,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-04,"PCR検査陽性者
100.00%","無症状者
8.55%",23
2020-03-04,"無症状者
8.55%","退院した者
13.75%",6
2020-03-04,"無症状者
8.55%","入院治療を要する者
84.01%",17
2020-03-04,"入院治療を要する者
84.01%","無症状入院中の者
4.09%",11
2020-03-04,"入院治療を要する者
84.01%","入院待機中の者
4.83%",6
2020-03-04,"PCR検査陽性者
100.00%","有症状者
91.45%",246
2020-03-04,"有症状者
91.45%","退院した者
13.75%",31
2020-03-04,"有症状者
91.45%","入院治療を要する者
84.01%",209
2020-03-04,"入院治療を要する者
84.01%","軽〜中等症の者
37.17%",100
2020-03-04,"入院治療を要する者
84.01%","人工呼吸又は
ICUに入院している者
8.92%",24
2020-03-04,"入院治療を要する者
84.01%","確認中
29%",78
2020-03-04,"入院治療を要する者
84.01%","入院待機中の者
4.83%",7
2020-03-04,"有症状者
91.45%","死亡者
2.23%",6
2020-03-04,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-05,"PCR検査陽性者
100.00%","無症状者
8.61%",26
2020-03-05,"無症状者
8.61%","退院した者
12.58%",6
2020-03-05,"無症状者
8.61%","入院治療を要する者
85.43%",20
2020-03-05,"入院治療を要する者
85.43%","無症状入院中の者
4.3%",13
2020-03-05,"入院治療を要する者
85.43%","入院待機中の者
4.64%",7
2020-03-05,"PCR検査陽性者
100.00%","有症状者
91.39%",276
2020-03-05,"有症状者
91.39%","退院した者
12.58%",32
2020-03-05,"有症状者
91.39%","入院治療を要する者
85.43%",238
2020-03-05,"入院治療を要する者
85.43%","軽〜中等症の者
33.77%",102
2020-03-05,"入院治療を要する者
85.43%","人工呼吸又は
ICUに入院している者
8.94%",27
2020-03-05,"入院治療を要する者
85.43%","確認中
33.77%",102
2020-03-05,"入院治療を要する者
85.43%","入院待機中の者
4.64%",7
2020-03-05,"有症状者
91.39%","死亡者
1.99%",6
2020-03-05,"PCR検査陽性者
100.00%","症状有無確認中
0%",0
2020-03-06,"PCR検査陽性者
100.00%","無症状者
9.31%",31
2020-03-06,"無症状者
9.31%","退院した者
16.82%",6
