年月日,空知,石狩,後志,胆振,日高,渡島,檜山,上川,留萌,宗谷,オホーツク,十勝,釧路,根室,道外他,非公表,重複削除,日計,ここから右は北海道発表分のみ,年月日再掲,空知.道.,石狩.道.,後志.道.,胆振.道.,日高.道.,渡島.道.,檜山.道.,上川.道.,留萌.道.,宗谷.道.,オホーツク.道.,十勝.道.,釧路.道.,根室.道.,道外他.道.,日計.道.,備考
2022-06-28,18,180,5,12,18,34,11,57,2,8,53,6,10,5,1,1,0,421,"",2022-06-28,18,50,1,12,18,9,11,1,2,8,53,6,10,5,1,205,""
2022-06-29,17,360,25,46,17,47,5,76,1,7,48,37,15,4,4,3,0,712,"",2022-06-29,17,91,4,46,17,10,5,19,1,7,48,37,15,4,3,324,""
2022-06-30,14,384,12,46,14,25,6,62,1,5,36,23,7,5,4,1,0,645,"",2022-06-30,14,100,5,46,14,10,6,24,1,5,36,23,7,5,2,298,""
2022-07-01,17,383,16,27,23,20,1,57,1,9,45,28,5,4,3,2,0,641,"",2022-07-01,17,125,5,27,23,8,1,20,1,9,45,28,5,4,2,320,""
2022-07-02,12,364,7,41,16,41,1,55,2,12,28,31,8,3,5,0,0,626,"",2022-07-02,12,84,3,41,16,9,1,20,2,12,28,31,8,3,2,272,""
2022-07-03,3,408,12,27,17,21,1,59,0,3,18,29,11,6,0,2,0,617,"",2022-07-03,3,89,5,27,17,6,1,23,0,3,18,29,11,6,0,238,""
2022-07-04,9,306,8,12,10,24,0,12,0,1,6,5,6,2,2,4,0,407,"",2022-07-04,9,48,2,12,10,5,0,4,0,1,6,5,6,2,2,112,""
2022-07-05,21,235,29,20,16,45,0,96,4,2,33,24,22,8,5,1,0,561,"",2022-07-05,21,74,2,20,16,14,0,30,4,2,33,24,22,8,5,275,""
2022-07-06,20,450,27,48,11,58,0,66,4,2,43,32,29,10,16,5,0,821,"",2022-07-06,20,103,9,48,11,17,0,29,4,2,43,32,29,10,13,370,""
2022-07-07,31,495,25,57,17,62,0,75,4,9,34,37,16,27,7,5,0,901,"",2022-07-07,31,83,5,57,17,22,0,17,4,9,34,37,16,27,4,363,""
2022-07-08,17,508,19,36,11,89,0,58,2,10,44,32,27,19,9,6,0,887,"",2022-07-08,17,97,5,36,11,21,0,22,2,10,44,32,27,19,6,349,""
2022-07-09,23,474,24,68,15,60,0,67,2,7,46,42,30,38,13,2,0,911,"",2022-07-09,23,94,5,68,15,19,0,18,2,7,46,42,30,38,8,415,""
2022-07-10,12,518,16,65,10,64,0,32,2,8,33,45,12,18,20,4,0,859,"",2022-07-10,12,84,8,65,10,19,0,2,2,8,33,45,12,18,15,333,""
