県名,日付,検査数,累積陽性者数,累積経路不明数,週間陽性率,日別経路不明数,日別陽性者数,週間陽性率（経路不明のみ）,日別検査数,陽性(発症日),陽性(経路不明)(発症日),陽性(渡航歴)(発症日),週間ラグ平均,週間ラグ平均(経路不明)
青森県,2020/3/13,69,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/3/13,23,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/3/13,116,1,0,0,0,0,0,6,0,0,0,N/A,N/A
秋田県,2020/3/13,97,2,1,0,0,0,0,3,0,0,0,N/A,N/A
山形県,2020/3/13,109,0,0,0,0,0,0,1,0,0,0,N/A,N/A
福島県,2020/3/13,112,1,0,0.029411765,0,0,0,5,0,0,0,5,N/A
茨城県,2020/3/13,389,0,0,0,0,0,0,26,0,0,0,N/A,N/A
栃木県,2020/3/13,208,2,0,0,0,0,0,7,0,0,0,N/A,N/A
群馬県,2020/3/13,117,3,2,0.0625,0,0,0.041666667,9,1,0,0,5,7
埼玉県,2020/3/13,522,25,6,0.063241107,1,2,0.015810277,39,4,0,4,7.1875,5.75
千葉県,2020/3/13,920,32,11,0.03030303,0,0,0.01010101,46,3,1,1,9.125,8.666666667
東京都,2020/3/13,1969,77,33,0.033043478,1,2,0.020869565,88,17,9,2,8.944444444,8.833333333
神奈川県,2020/3/13,1293,51,22,0.027173913,0,1,0.010869565,29,4,3,0,8.666666667,11
新潟県,2020/3/13,408,14,2,0.04494382,0,0,0.005617978,29,1,1,0,7.285714286,9
富山県,2020/3/13,48,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/3/13,151,7,2,0.022222222,0,0,0.022222222,5,0,0,0,4,4
福井県,2020/3/13,76,0,0,0,0,0,0,3,0,0,0,N/A,N/A
山梨県,2020/3/13,283,2,2,0.007575758,0,0,0.007575758,16,0,0,0,9,9
長野県,2020/3/13,262,3,1,0,0,0,0,10,0,0,0,N/A,N/A
岐阜県,2020/3/13,199,2,1,0,0,0,0,4,2,0,1,N/A,N/A
静岡県,2020/3/13,454,3,2,0.0125,0,0,0.00625,10,0,0,0,14,13
愛知県,2020/3/13,1192,114,12,0.113537118,0,3,0.010917031,89,9,2,0,2.104166667,4.5
三重県,2020/3/13,233,7,1,0.051724138,0,0,0.00862069,35,0,0,0,6,8
滋賀県,2020/3/13,99,1,1,0,0,0,0,3,0,0,0,N/A,N/A
京都府,2020/3/13,666,17,4,0.02293578,0,0,0.004587156,38,1,1,0,6.666666667,7.5
大阪府,2020/3/13,956,92,21,0.129237288,2,3,0.036016949,68,4,0,1,8.270833333,6.3125
兵庫県,2020/3/13,744,56,12,0.097165992,4,10,0.020242915,105,3,1,1,7.375,6.444444444
奈良県,2020/3/13,176,8,0,0.043956044,0,0,0,16,0,0,0,12,N/A
和歌山県,2020/3/13,1029,14,2,0,0,0,0,15,1,0,0,N/A,N/A
鳥取県,2020/3/13,93,0,0,0,0,0,0,6,0,0,0,N/A,N/A
島根県,2020/3/13,78,0,0,0,0,0,0,2,0,0,0,N/A,N/A
岡山県,2020/3/13,153,0,0,0,0,0,0,9,0,0,0,N/A,N/A
広島県,2020/3/13,423,1,1,0.004219409,0,0,0.004219409,27,0,0,0,26,26
山口県,2020/3/13,127,3,1,0,0,0,0,5,0,0,0,N/A,N/A
徳島県,2020/3/13,77,1,0,0,0,0,0,3,0,0,0,N/A,N/A
香川県,2020/3/13,98,0,0,0,0,0,0,5,1,1,0,N/A,N/A
愛媛県,2020/3/13,163,2,1,0,0,0,0,2,0,0,0,N/A,N/A
高知県,2020/3/13,229,12,4,0.02027027,0,0,0.006756757,8,0,0,0,8,8
福岡県,2020/3/13,547,3,2,0,0,0,0,17,2,1,0,N/A,N/A
佐賀県,2020/3/13,53,1,0,0.066666667,0,1,0,3,0,0,0,4,N/A
長崎県,2020/3/13,161,0,0,0,0,0,0,10,0,0,0,N/A,N/A
熊本県,2020/3/13,382,6,2,0,0,0,0,16,0,0,0,N/A,N/A
大分県,2020/3/13,150,1,1,0,0,0,0,2,0,0,0,N/A,N/A
宮崎県,2020/3/13,136,1,0,0,0,0,0,15,0,0,0,N/A,N/A
鹿児島県,2020/3/13,144,0,0,0,0,0,0,5,0,0,0,N/A,N/A
沖縄県,2020/3/13,204,3,1,0,0,0,0,6,0,0,0,N/A,N/A
北海道,2020/3/14,1410,144,86,0.106481481,2,7,0.037037037,87,4,0,1,8.133333333,9.6
青森県,2020/3/14,71,0,0,0,0,0,0,2,0,0,0,N/A,N/A
岩手県,2020/3/14,24,0,0,0,0,0,0,1,0,0,0,N/A,N/A
宮城県,2020/3/14,127,1,0,0,0,0,0,11,0,0,0,N/A,N/A
秋田県,2020/3/14,100,2,1,0,0,0,0,3,0,0,0,N/A,N/A
山形県,2020/3/14,111,0,0,0,0,0,0,2,0,0,0,N/A,N/A
福島県,2020/3/14,115,2,0,0.03030303,0,1,0,3,0,0,0,12,N/A
茨城県,2020/3/14,403,0,0,0,0,0,0,14,1,1,0,N/A,N/A
栃木県,2020/3/14,214,2,0,0,0,0,0,6,1,1,0,N/A,N/A
群馬県,2020/3/14,126,5,2,0.078431373,0,2,0.019607843,9,0,0,0,5.75,5
埼玉県,2020/3/14,568,32,7,0.089147287,1,7,0.019379845,46,2,0,1,8.476190476,6.8
千葉県,2020/3/14,960,34,11,0.033670034,0,2,0.006734007,40,1,1,0,8.333333333,8.5
東京都,2020/3/14,2040,87,36,0.041666667,3,10,0.018115942,71,9,6,1,7.476190476,8.3
神奈川県,2020/3/14,1322,51,22,0.026946108,0,0,0.008982036,29,2,0,0,7.875,9.666666667
新潟県,2020/3/14,443,16,4,0.050251256,2,2,0.015075377,35,2,0,0,7.444444444,8.333333333
富山県,2020/3/14,48,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/3/14,154,7,2,0.025641026,0,0,0.025641026,3,0,0,0,4,4
福井県,2020/3/14,77,0,0,0,0,0,0,1,0,0,0,N/A,N/A
山梨県,2020/3/14,286,2,2,0,0,0,0,3,0,0,0,N/A,N/A
長野県,2020/3/14,275,4,1,0.012987013,0,1,0,13,0,0,0,3,N/A
岐阜県,2020/3/14,203,2,1,0,0,0,0,4,1,0,1,N/A,N/A
静岡県,2020/3/14,470,3,2,0.01369863,0,0,0.006849315,16,0,0,0,14,13
愛知県,2020/3/14,1280,121,12,0.108559499,0,7,0.006263048,88,3,3,0,1.8125,4.5
三重県,2020/3/14,250,8,1,0.05982906,0,1,0.008547009,17,0,0,0,5,8
滋賀県,2020/3/14,102,2,2,0.026315789,1,1,0.026315789,3,0,0,0,11,11
京都府,2020/3/14,703,17,4,0.020501139,0,0,0.004555809,37,1,0,1,6.2,7.5
大阪府,2020/3/14,1037,102,28,0.124236253,7,10,0.046843177,81,4,3,0,7.44,6.909090909
兵庫県,2020/3/14,824,67,12,0.102888087,0,11,0.018050542,80,3,0,0,7.25,6.444444444
奈良県,2020/3/14,192,8,0,0.040816327,0,0,0,16,0,0,0,12,N/A
和歌山県,2020/3/14,1042,14,2,0,0,0,0,13,0,0,0,N/A,N/A
鳥取県,2020/3/14,94,0,0,0,0,0,0,1,0,0,0,N/A,N/A
島根県,2020/3/14,79,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/14,157,0,0,0,0,0,0,4,0,0,0,N/A,N/A
広島県,2020/3/14,449,1,1,0,0,0,0,26,0,0,0,N/A,N/A
山口県,2020/3/14,131,3,1,0,0,0,0,4,0,0,0,N/A,N/A
徳島県,2020/3/14,78,1,0,0,0,0,0,1,0,0,0,N/A,N/A
香川県,2020/3/14,100,0,0,0,0,0,0,2,0,0,0,N/A,N/A
愛媛県,2020/3/14,164,2,1,0,0,0,0,1,0,0,0,N/A,N/A
高知県,2020/3/14,244,12,4,0.014705882,0,0,0.007352941,15,0,0,0,8,8
福岡県,2020/3/14,567,3,2,0,0,0,0,20,1,1,0,N/A,N/A
佐賀県,2020/3/14,79,1,0,0.027777778,0,0,0,26,0,0,0,4,N/A
長崎県,2020/3/14,173,1,0,0.014492754,0,1,0,12,0,0,0,N/A,N/A
熊本県,2020/3/14,389,6,2,0,0,0,0,7,0,0,0,N/A,N/A
大分県,2020/3/14,151,1,1,0,0,0,0,1,0,0,0,N/A,N/A
宮崎県,2020/3/14,137,1,0,0,0,0,0,1,0,0,0,N/A,N/A
鹿児島県,2020/3/14,150,0,0,0,0,0,0,6,0,0,0,N/A,N/A
沖縄県,2020/3/14,207,3,1,0,0,0,0,3,0,0,0,N/A,N/A
北海道,2020/3/15,1462,148,89,0.107305936,3,4,0.038812785,52,3,1,1,7.891304348,9
青森県,2020/3/15,72,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岩手県,2020/3/15,24,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/3/15,129,1,0,0,0,0,0,2,0,0,0,N/A,N/A
秋田県,2020/3/15,103,2,1,0,0,0,0,3,0,0,0,N/A,N/A
山形県,2020/3/15,112,0,0,0,0,0,0,1,0,0,0,N/A,N/A
福島県,2020/3/15,116,2,0,0.03030303,0,0,0,1,0,0,0,12,N/A
茨城県,2020/3/15,408,0,0,0,0,0,0,5,1,0,1,N/A,N/A
栃木県,2020/3/15,221,2,0,0,0,0,0,7,1,0,1,N/A,N/A
群馬県,2020/3/15,135,5,2,0.066666667,0,0,0.016666667,9,2,0,1,5.75,5
埼玉県,2020/3/15,584,32,7,0.088709677,0,0,0.016129032,16,4,0,2,8.65,7.25
千葉県,2020/3/15,973,35,11,0.034129693,0,1,0.006825939,13,0,0,0,8.333333333,8.5
東京都,2020/3/15,2088,90,37,0.043333333,1,3,0.018333333,48,23,14,3,7.708333333,8.636363636
神奈川県,2020/3/15,1351,56,23,0.046666667,1,5,0.013333333,29,2,2,0,9.923076923,8.5
新潟県,2020/3/15,455,16,4,0.04784689,0,0,0.014354067,12,0,0,0,7.444444444,8.333333333
富山県,2020/3/15,48,0,0,0,0,0,0,0,0,0,0,N/A,N/A
石川県,2020/3/15,154,7,2,0.027777778,0,0,0.027777778,0,0,0,0,4,4
福井県,2020/3/15,79,0,0,0,0,0,0,2,0,0,0,N/A,N/A
山梨県,2020/3/15,293,2,2,0,0,0,0,7,0,0,0,N/A,N/A
長野県,2020/3/15,280,4,1,0.012658228,0,0,0,5,0,0,0,3,N/A
岐阜県,2020/3/15,207,2,1,0,0,0,0,4,1,0,0,N/A,N/A
静岡県,2020/3/15,474,3,2,0.014814815,0,0,0.007407407,4,0,0,0,14,13
愛知県,2020/3/15,1369,121,12,0.077798861,0,0,0.0056926,89,1,1,0,2,4.5
三重県,2020/3/15,254,8,1,0.060344828,0,0,0.00862069,4,0,0,0,5,8
滋賀県,2020/3/15,105,2,2,0.025641026,0,0,0.025641026,3,0,0,0,11,11
京都府,2020/3/15,741,17,4,0.02027027,0,0,0.004504505,38,0,0,0,6.2,7.5
大阪府,2020/3/15,1077,106,29,0.108974359,1,4,0.047008547,40,3,1,0,6.76744186,7.142857143
兵庫県,2020/3/15,887,78,15,0.108552632,3,11,0.021381579,63,1,1,0,7.255319149,5.818181818
奈良県,2020/3/15,207,8,0,0.038834951,0,0,0,15,0,0,0,12,N/A
和歌山県,2020/3/15,1054,15,2,0.010526316,0,1,0,12,0,0,0,2,N/A
鳥取県,2020/3/15,95,0,0,0,0,0,0,1,0,0,0,N/A,N/A
島根県,2020/3/15,80,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/15,160,0,0,0,0,0,0,3,0,0,0,N/A,N/A
広島県,2020/3/15,463,1,1,0,0,0,0,14,0,0,0,N/A,N/A
山口県,2020/3/15,136,3,1,0,0,0,0,5,0,0,0,N/A,N/A
徳島県,2020/3/15,78,1,0,0,0,0,0,0,0,0,0,N/A,N/A
香川県,2020/3/15,101,0,0,0,0,0,0,1,0,0,0,N/A,N/A
愛媛県,2020/3/15,166,2,1,0,0,0,0,2,0,0,0,N/A,N/A
高知県,2020/3/15,246,12,4,0.009090909,0,0,0,2,0,0,0,8,N/A
福岡県,2020/3/15,578,3,2,0,0,0,0,11,2,1,1,N/A,N/A
佐賀県,2020/3/15,80,1,0,0.027027027,0,0,0,1,0,0,0,4,N/A
長崎県,2020/3/15,173,1,0,0.014705882,0,0,0,0,0,0,0,N/A,N/A
熊本県,2020/3/15,399,6,2,0,0,0,0,10,0,0,0,N/A,N/A
大分県,2020/3/15,153,1,1,0,0,0,0,2,0,0,0,N/A,N/A
宮崎県,2020/3/15,137,1,0,0,0,0,0,0,1,0,1,N/A,N/A
鹿児島県,2020/3/15,155,0,0,0,0,0,0,5,0,0,0,N/A,N/A
沖縄県,2020/3/15,210,3,1,0,0,0,0,3,0,0,0,N/A,N/A
北海道,2020/3/16,1490,152,90,0.104513064,1,4,0.040380048,28,2,1,1,7.441860465,8.875
青森県,2020/3/16,74,0,0,0,0,0,0,2,1,0,1,N/A,N/A
岩手県,2020/3/16,24,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/3/16,129,1,0,0,0,0,0,0,0,0,0,N/A,N/A
秋田県,2020/3/16,108,2,1,0,0,0,0,5,0,0,0,N/A,N/A
山形県,2020/3/16,116,0,0,0,0,0,0,4,0,0,0,N/A,N/A
福島県,2020/3/16,122,2,0,0.026315789,0,0,0,6,0,0,0,12,N/A
茨城県,2020/3/16,419,0,0,0,0,0,0,11,0,0,0,N/A,N/A
栃木県,2020/3/16,227,2,0,0,0,0,0,6,0,0,0,N/A,N/A
群馬県,2020/3/16,142,6,2,0.081967213,0,1,0.016393443,7,0,0,0,6,5
埼玉県,2020/3/16,593,32,7,0.089430894,0,0,0.016260163,9,2,2,0,8.65,7.25
千葉県,2020/3/16,990,35,11,0.034246575,0,0,0.006849315,17,3,1,2,8.333333333,8.5
東京都,2020/3/16,2135,90,37,0.044596913,0,0,0.018867925,47,25,13,1,7.708333333,8.636363636
神奈川県,2020/3/16,1402,56,23,0.048611111,0,0,0.013888889,51,5,2,2,9.923076923,8.5
新潟県,2020/3/16,490,17,4,0.041666667,0,1,0.013888889,35,2,0,1,8.375,8.333333333
富山県,2020/3/16,51,0,0,0,0,0,0,3,0,0,0,N/A,N/A
石川県,2020/3/16,158,7,2,0,0,0,0,4,0,0,0,N/A,N/A
福井県,2020/3/16,84,0,0,0,0,0,0,5,0,0,0,N/A,N/A
山梨県,2020/3/16,315,2,2,0,0,0,0,22,0,0,0,N/A,N/A
長野県,2020/3/16,284,4,1,0.013888889,0,0,0,4,0,0,0,3,N/A
岐阜県,2020/3/16,215,2,1,0,0,0,0,8,1,1,0,N/A,N/A
静岡県,2020/3/16,483,3,2,0.01459854,0,0,0.00729927,9,0,0,0,14,13
愛知県,2020/3/16,1453,123,12,0.066427289,0,2,0.005385996,84,4,1,1,2.285714286,4.5
三重県,2020/3/16,257,8,1,0.05982906,0,0,0.008547009,3,0,0,0,5,8
滋賀県,2020/3/16,116,2,2,0.025,0,0,0.025,11,1,0,1,11,11
京都府,2020/3/16,743,17,4,0.012135922,0,0,0.004854369,2,1,0,1,5.25,7.5
大阪府,2020/3/16,1091,108,30,0.113490364,1,2,0.049250535,14,7,5,1,6.622222222,6.909090909
兵庫県,2020/3/16,951,82,16,0.1056,1,4,0.0208,64,0,0,0,7.166666667,5.727272727
奈良県,2020/3/16,223,8,0,0.018181818,0,0,0,16,0,0,0,N/A,N/A
和歌山県,2020/3/16,1076,15,2,0.009345794,0,0,0,22,0,0,0,2,N/A
鳥取県,2020/3/16,100,0,0,0,0,0,0,5,0,0,0,N/A,N/A
島根県,2020/3/16,81,0,0,0,0,0,0,1,0,0,0,N/A,N/A
岡山県,2020/3/16,166,0,0,0,0,0,0,6,0,0,0,N/A,N/A
広島県,2020/3/16,486,1,1,0,0,0,0,23,0,0,0,N/A,N/A
山口県,2020/3/16,136,3,1,0,0,0,0,0,0,0,0,N/A,N/A
徳島県,2020/3/16,83,1,0,0,0,0,0,5,0,0,0,N/A,N/A
香川県,2020/3/16,105,0,0,0,0,0,0,4,0,0,0,N/A,N/A
愛媛県,2020/3/16,170,2,1,0,0,0,0,4,1,0,1,N/A,N/A
高知県,2020/3/16,246,12,4,0,0,0,0,0,0,0,0,N/A,N/A
福岡県,2020/3/16,583,3,2,0,0,0,0,5,0,0,0,N/A,N/A
佐賀県,2020/3/16,82,1,0,0.027027027,0,0,0,2,0,0,0,4,N/A
長崎県,2020/3/16,179,1,0,0.014084507,0,0,0,6,0,0,0,N/A,N/A
熊本県,2020/3/16,421,6,2,0,0,0,0,22,1,0,1,N/A,N/A
大分県,2020/3/16,155,1,1,0,0,0,0,2,1,0,1,N/A,N/A
宮崎県,2020/3/16,152,1,0,0,0,0,0,15,0,0,0,N/A,N/A
鹿児島県,2020/3/16,158,0,0,0,0,0,0,3,0,0,0,N/A,N/A
沖縄県,2020/3/16,217,3,1,0,0,0,0,7,0,0,0,N/A,N/A
北海道,2020/3/17,1515,152,90,0.097387173,0,0,0.040380048,25,2,1,1,7.4,8.875
青森県,2020/3/17,75,0,0,0,0,0,0,1,1,0,1,N/A,N/A
岩手県,2020/3/17,24,0,0,0,0,0,0,0,0,0,0,N/A,N/A
宮城県,2020/3/17,138,1,0,0,0,0,0,9,0,0,0,N/A,N/A
秋田県,2020/3/17,109,2,1,0,0,0,0,1,0,0,0,N/A,N/A
山形県,2020/3/17,120,0,0,0,0,0,0,4,0,0,0,N/A,N/A
福島県,2020/3/17,127,2,0,0.029411765,0,0,0,5,0,0,0,12,N/A
茨城県,2020/3/17,437,1,0,0.008403361,0,1,0,18,0,0,0,12,N/A
栃木県,2020/3/17,245,2,0,0,0,0,0,18,2,0,1,N/A,N/A
群馬県,2020/3/17,161,10,2,0.126760563,0,4,0.014084507,19,0,0,0,5.444444444,5
埼玉県,2020/3/17,677,37,7,0.085501859,0,5,0.014869888,84,3,1,2,8.142857143,7.25
千葉県,2020/3/17,1043,35,11,0.025925926,0,0,0.007407407,53,7,2,4,8,8.5
東京都,2020/3/17,2251,102,46,0.057189542,9,12,0.029411765,116,26,17,4,7.735294118,8.055555556
神奈川県,2020/3/17,1480,60,24,0.045751634,1,4,0.013071895,78,8,2,6,9.928571429,8.75
新潟県,2020/3/17,518,21,4,0.046082949,0,4,0.00921659,28,0,0,0,10.44444444,8
富山県,2020/3/17,53,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/17,162,7,2,0,0,0,0,4,0,0,0,N/A,N/A
福井県,2020/3/17,88,0,0,0,0,0,0,4,1,1,0,N/A,N/A
山梨県,2020/3/17,325,2,2,0,0,0,0,10,0,0,0,N/A,N/A
長野県,2020/3/17,295,4,1,0.015625,0,0,0,11,0,0,0,3,N/A
岐阜県,2020/3/17,223,2,1,0,0,0,0,8,1,0,0,N/A,N/A
静岡県,2020/3/17,514,3,2,0.007633588,0,0,0,31,0,0,0,15,N/A
愛知県,2020/3/17,1537,125,13,0.049242424,1,2,0.005681818,84,4,0,2,2.807692308,6.333333333
三重県,2020/3/17,277,8,1,0.049180328,0,0,0,20,0,0,0,4,N/A
滋賀県,2020/3/17,126,4,2,0.073170732,0,2,0.024390244,10,0,0,0,5.666666667,11
京都府,2020/3/17,770,19,4,0.018181818,0,2,0.006060606,27,2,1,1,5.4,7.5
大阪府,2020/3/17,1195,112,30,0.08496732,0,4,0.032679739,104,4,4,0,6.5,7.142857143
兵庫県,2020/3/17,1024,89,17,0.110154905,1,7,0.018932874,73,3,1,1,6.586956522,5.125
奈良県,2020/3/17,232,8,0,0.009708738,0,0,0,9,0,0,0,N/A,N/A
和歌山県,2020/3/17,1090,15,2,0.010752688,0,0,0,14,0,0,0,2,N/A
鳥取県,2020/3/17,106,0,0,0,0,0,0,6,0,0,0,N/A,N/A
島根県,2020/3/17,84,0,0,0,0,0,0,3,0,0,0,N/A,N/A
岡山県,2020/3/17,175,0,0,0,0,0,0,9,1,0,1,N/A,N/A
広島県,2020/3/17,515,1,1,0,0,0,0,29,1,0,1,N/A,N/A
山口県,2020/3/17,149,3,1,0,0,0,0,13,0,0,0,N/A,N/A
徳島県,2020/3/17,84,1,0,0,0,0,0,1,0,0,0,N/A,N/A
香川県,2020/3/17,114,1,1,0.034482759,1,1,0.034482759,9,0,0,0,4,4
愛媛県,2020/3/17,173,2,1,0,0,0,0,3,0,0,0,N/A,N/A
高知県,2020/3/17,259,12,4,0,0,0,0,13,0,0,0,N/A,N/A
福岡県,2020/3/17,610,4,2,0.009009009,0,1,0,27,1,1,0,8,N/A
佐賀県,2020/3/17,91,1,0,0.022727273,0,0,0,9,0,0,0,4,N/A
長崎県,2020/3/17,200,1,0,0.014084507,0,0,0,21,0,0,0,N/A,N/A
熊本県,2020/3/17,450,6,2,0,0,0,0,29,0,0,0,N/A,N/A
大分県,2020/3/17,163,1,1,0,0,0,0,8,2,0,1,N/A,N/A
宮崎県,2020/3/17,166,3,1,0.036363636,1,2,0.018181818,14,0,0,0,6,10
鹿児島県,2020/3/17,164,0,0,0,0,0,0,6,0,0,0,N/A,N/A
沖縄県,2020/3/17,230,3,1,0,0,0,0,13,0,0,0,N/A,N/A
北海道,2020/3/18,1587,154,92,0.08716707,2,2,0.03874092,72,2,1,0,6.942857143,7.733333333
青森県,2020/3/18,79,0,0,0,0,0,0,4,1,0,1,N/A,N/A
岩手県,2020/3/18,29,0,0,0,0,0,0,5,0,0,0,N/A,N/A
宮城県,2020/3/18,144,1,0,0,0,0,0,6,0,0,0,N/A,N/A
秋田県,2020/3/18,114,2,1,0,0,0,0,5,0,0,0,N/A,N/A
山形県,2020/3/18,129,0,0,0,0,0,0,9,0,0,0,N/A,N/A
福島県,2020/3/18,130,2,0,0.033333333,0,0,0,3,0,0,0,12,N/A
茨城県,2020/3/18,459,3,0,0.025641026,0,2,0,22,2,0,0,7.666666667,N/A
栃木県,2020/3/18,263,3,0,0.013888889,0,1,0,18,1,0,1,3,N/A
群馬県,2020/3/18,171,10,2,0.125,0,0,0.013888889,10,2,0,0,5.444444444,5
埼玉県,2020/3/18,720,38,7,0.078571429,0,1,0.014285714,43,6,3,2,8.05,7.25
千葉県,2020/3/18,1086,37,12,0.026819923,1,2,0.003831418,43,6,1,5,7,9
東京都,2020/3/18,2403,111,49,0.06031746,3,9,0.026984127,152,32,19,5,7.648648649,7.941176471
神奈川県,2020/3/18,1555,61,24,0.04375,0,1,0.0125,75,4,3,1,9.846153846,8.75
新潟県,2020/3/18,579,22,4,0.046025105,0,1,0.008368201,61,0,0,0,10.3,8
富山県,2020/3/18,54,0,0,0,0,0,0,1,0,0,0,N/A,N/A
石川県,2020/3/18,168,7,2,0,0,0,0,6,0,0,0,N/A,N/A
福井県,2020/3/18,92,1,1,0.047619048,1,1,0.047619048,4,1,0,0,6,6
山梨県,2020/3/18,335,2,2,0,0,0,0,10,0,0,0,N/A,N/A
長野県,2020/3/18,306,4,1,0.016393443,0,0,0,11,0,0,0,3,N/A
岐阜県,2020/3/18,225,3,1,0.019230769,0,1,0,2,2,1,0,9,N/A
静岡県,2020/3/18,540,3,2,0.007692308,0,0,0,26,0,0,0,15,N/A
愛知県,2020/3/18,1621,130,14,0.046017699,1,5,0.007079646,84,3,0,2,2.608695652,6
三重県,2020/3/18,301,9,2,0.016666667,1,1,0.008333333,24,0,0,0,4,6
滋賀県,2020/3/18,134,4,2,0.066666667,0,0,0.022222222,8,1,0,1,5.666666667,11
京都府,2020/3/18,825,21,5,0.021352313,1,2,0.007117438,55,1,0,1,6.4,7
大阪府,2020/3/18,1269,117,34,0.081318681,4,5,0.037362637,74,7,4,2,6.75,7.8125
兵庫県,2020/3/18,1127,92,18,0.093537415,1,3,0.020408163,103,5,0,1,6.457142857,5.125
奈良県,2020/3/18,240,8,0,0,0,0,0,8,0,0,0,N/A,N/A
和歌山県,2020/3/18,1102,16,3,0.02,1,1,0.01,12,0,0,0,4,6
鳥取県,2020/3/18,112,0,0,0,0,0,0,6,0,0,0,N/A,N/A
島根県,2020/3/18,89,0,0,0,0,0,0,5,0,0,0,N/A,N/A
岡山県,2020/3/18,181,0,0,0,0,0,0,6,1,0,1,N/A,N/A
広島県,2020/3/18,543,1,1,0,0,0,0,28,0,0,0,N/A,N/A
山口県,2020/3/18,154,3,1,0,0,0,0,5,0,0,0,N/A,N/A
徳島県,2020/3/18,88,1,0,0,0,0,0,4,0,0,0,N/A,N/A
香川県,2020/3/18,122,1,1,0.03125,0,0,0.03125,8,0,0,0,4,4
愛媛県,2020/3/18,181,3,1,0.035714286,0,1,0,8,0,0,0,2,N/A
高知県,2020/3/18,270,12,4,0,0,0,0,11,0,0,0,N/A,N/A
福岡県,2020/3/18,634,4,2,0.008474576,0,0,0,24,1,1,0,8,N/A
佐賀県,2020/3/18,95,1,0,0.022222222,0,0,0,4,0,0,0,4,N/A
長崎県,2020/3/18,213,1,0,0.013888889,0,0,0,13,1,0,1,N/A,N/A
熊本県,2020/3/18,467,6,2,0,0,0,0,17,0,0,0,N/A,N/A
大分県,2020/3/18,167,1,1,0,0,0,0,4,0,0,0,N/A,N/A
宮崎県,2020/3/18,186,3,1,0.029411765,0,0,0.014705882,20,0,0,0,6,10
鹿児島県,2020/3/18,171,0,0,0,0,0,0,7,0,0,0,N/A,N/A
沖縄県,2020/3/18,238,3,1,0,0,0,0,8,2,0,2,N/A,N/A
北海道,2020/3/19,1652,157,94,0.072139303,2,3,0.034825871,65,6,3,0,5.964285714,6.923076923
青森県,2020/3/19,83,0,0,0,0,0,0,4,0,0,0,N/A,N/A
岩手県,2020/3/19,33,0,0,0,0,0,0,4,0,0,0,N/A,N/A
宮城県,2020/3/19,149,1,0,0,0,0,0,5,0,0,0,N/A,N/A
秋田県,2020/3/19,115,2,1,0,0,0,0,1,0,0,0,N/A,N/A
山形県,2020/3/19,133,0,0,0,0,0,0,4,0,0,0,N/A,N/A
福島県,2020/3/19,141,2,0,0.029411765,0,0,0,11,0,0,0,12,N/A
茨城県,2020/3/19,491,3,0,0.0234375,0,0,0,32,2,2,0,7.666666667,N/A
栃木県,2020/3/19,272,3,0,0.014084507,0,0,0,9,0,0,0,3,N/A
群馬県,2020/3/19,188,10,2,0.0875,0,0,0,17,0,0,0,6.142857143,N/A
埼玉県,2020/3/19,772,42,8,0.065743945,1,4,0.010380623,52,3,3,0,7.294117647,9
千葉県,2020/3/19,1143,39,12,0.026022305,0,2,0.003717472,57,4,1,2,5.666666667,9
東京都,2020/3/19,2514,118,55,0.06793049,6,7,0.036334913,111,45,27,3,8.023809524,8.260869565
神奈川県,2020/3/19,1584,67,26,0.053125,2,6,0.0125,29,4,1,2,8.875,8
新潟県,2020/3/19,647,24,4,0.037313433,0,2,0.007462687,68,0,0,0,9.9,8
富山県,2020/3/19,56,0,0,0,0,0,0,2,0,0,0,N/A,N/A
石川県,2020/3/19,172,7,2,0,0,0,0,4,1,0,0,N/A,N/A
福井県,2020/3/19,95,1,1,0.045454545,0,0,0.045454545,3,0,0,0,6,6
山梨県,2020/3/19,345,2,2,0,0,0,0,10,0,0,0,N/A,N/A
長野県,2020/3/19,314,4,1,0.016129032,0,0,0,8,2,2,0,3,N/A
岐阜県,2020/3/19,229,3,1,0.029411765,0,0,0,4,2,0,1,9,N/A
静岡県,2020/3/19,552,3,2,0,0,0,0,12,0,0,0,N/A,N/A
愛知県,2020/3/19,1730,134,17,0.036682616,3,4,0.007974482,109,4,1,0,3.05,6.2
三重県,2020/3/19,310,9,2,0.017857143,0,0,0.008928571,9,0,0,0,4,6
滋賀県,2020/3/19,142,4,2,0.065217391,0,0,0.02173913,8,0,0,0,5.666666667,11
京都府,2020/3/19,847,21,5,0.01826484,0,0,0.00456621,22,2,2,0,6.5,8
大阪府,2020/3/19,1332,119,34,0.067567568,0,2,0.033783784,63,11,6,3,6.458333333,8
